40579.96  3.275E-13  7.086E-12  -21.64  6.760E-14  98.47  0.
40196.09  3.535E-13  3.170E-12  -8.969  2.675E-14  111.4  0.
 39026.8  3.954E-13  3.443E-12  -8.707  3.448E-14   93.8  0.
37960.95  4.297E-13  4.900E-12   -11.4  2.979E-14  154.6  0.
37140.95  4.729E-13  4.234E-12  -8.953  2.743E-14   145.  0.
36499.09  5.121E-13  3.469E-12  -6.774  3.396E-14  95.98  0.
36075.27  5.374E-13  1.206E-12  -2.244  1.291E-14  87.77  0.
35611.49  5.609E-13  2.028E-12  -3.615  1.433E-14   133.  0. 
40580.41  3.277E-13  7.064E-12  -21.56  6.761E-14  98.16  0.
40196.39  3.531E-13  3.249E-12  -9.201  2.687E-14  113.6  0.
39012.14  3.944E-13  3.742E-12  -9.488  3.424E-14  102.7  0.
37972.48  4.303E-13  5.044E-12  -11.72  2.545E-14  186.2  0.
37150.01  4.712E-13  4.485E-12  -9.519  2.707E-14  155.7  0.
36498.82  5.112E-13  3.676E-12  -7.191  3.464E-14  99.71  0.
36076.25  5.381E-13  1.246E-12  -2.316  1.125E-14  104.1  0.
35608.44  5.632E-13  1.513E-12  -2.685  1.245E-14  114.2  0. 
 40580.2  3.280E-13  6.957E-12  -21.21  6.737E-14    97.  0.
40195.94  3.544E-13  2.904E-12  -8.193  2.635E-14  103.5  0.
39013.23  3.961E-13  3.389E-12  -8.556  3.316E-14  96.01  0.
37958.45  4.304E-13  4.448E-12  -10.34  3.006E-14   139.  0.
37145.08  4.718E-13  4.430E-12  -9.389  2.759E-14  150.9  0.
36498.87  5.119E-13  3.531E-12  -6.897  3.414E-14  97.16  0.
36074.52  5.377E-13  1.325E-12  -2.464  1.161E-14  107.2  0.
35610.09  5.623E-13  1.697E-12  -3.018  1.315E-14  121.3  0.
