  40566.25 3.390E-13 2.550E-11    -75.21 2.118E-13     113.1        0.
  40221.72 3.508E-13 2.239E-11    -63.82 1.315E-13     159.9        0.
  39015.41 3.703E-13 1.562E-11    -42.19 1.245E-13     117.9        0.
  38084.58 3.841E-13 1.619E-11    -42.15 1.017E-13     149.6        0.
  37295.03 3.999E-13 3.914E-11    -97.87 1.691E-13     217.5        0.
  36776.62 4.159E-13 1.334E-11    -32.07 7.627E-14     164.3        0.
  36282.47 4.328E-13 1.072E-11    -24.76 7.770E-14     129.6        0.
  35899.36 4.459E-13 8.737E-12    -19.59 6.730E-14      122.        0.
  35567.23 4.593E-13 6.450E-12    -14.04 5.322E-14     113.9        0.
  35275.87 4.680E-13 4.351E-12    -9.297 2.863E-14     142.8        0.
  35045.49 4.770E-13 2.507E-12    -5.255 2.370E-14     99.37        0.
  34821.49 4.871E-13 3.302E-12    -6.779 2.347E-14     132.2        0.
  34633.91 4.949E-13 2.702E-12     -5.46 1.621E-14     156.6        0.
  34383.59 5.019E-13 2.437E-12    -4.856 2.504E-14     91.44        0.
  34264.64 5.068E-13 1.093E-12    -2.158 1.164E-14     88.28        0.
  34084.59 5.111E-13 4.025E-12    -7.876 2.411E-14     156.9        0.
  33775.94 5.212E-13 3.350E-12    -6.428 3.350E-14     93.96        0.
  33679.27 5.252E-13 2.077E-12    -3.956 1.927E-14     101.3        0.
  33555.77 5.303E-13 1.081E-12    -2.038 9.349E-15     108.6        0. 
  40565.67 3.415E-13 2.469E-11    -72.31 2.113E-13     109.8        0.
   40221.4 3.505E-13 2.254E-11     -64.3 1.317E-13     160.8        0.
  39015.46 3.709E-13 1.546E-11    -41.68 1.241E-13      117.        0.
  38081.79 3.821E-13 1.694E-11    -44.33 1.030E-13     154.5        0.
  37295.53 4.014E-13 3.831E-11    -95.44 1.683E-13     213.9        0.
  36776.38 4.164E-13 1.356E-11    -32.57 7.350E-14     173.3        0.
  36282.47 4.320E-13 1.100E-11    -25.45 7.804E-14     132.4        0.
  35900.12 4.428E-13 9.629E-12    -21.75 6.966E-14     129.9        0.
  35574.82 4.561E-13 7.049E-12    -15.45 5.533E-14     119.7        0.
  35273.79 4.681E-13 4.552E-12    -9.725 2.783E-14     153.6        0.
  35046.09 4.757E-13 2.805E-12    -5.897 2.459E-14     107.2        0.
  34817.27 4.858E-13 4.113E-12    -8.465 2.356E-14      164.        0.
  34659.89 4.922E-13 2.568E-12    -5.217 1.959E-14     123.1        0.
  34383.06 5.024E-13 2.313E-12    -4.605 2.664E-14     81.57        0.
  34269.03 5.063E-13 1.245E-12    -2.458 1.369E-14     85.41        0.
  34088.68 5.122E-13 3.631E-12    -7.089 2.324E-14     146.8        0.
  33781.23 5.218E-13 3.373E-12    -6.463 3.238E-14     97.85        0.
  33665.15 5.258E-13 2.131E-12    -4.052 2.043E-14     97.98        0.
  33556.46 5.296E-13 1.159E-12    -2.188 1.069E-14     101.8        0. 
  40565.78 3.397E-13 2.536E-11    -74.66 2.109E-13      113.        0.
  40221.91 3.493E-13 2.296E-11    -65.74 1.326E-13     162.6        0.
  39013.58 3.715E-13 1.532E-11    -41.25 1.239E-13     116.2        0.
  38081.72 3.825E-13 1.680E-11    -43.91 1.026E-13     153.8        0.
  37296.61 4.019E-13 3.805E-11    -94.67 1.681E-13     212.6        0.
  36775.16 4.177E-13 1.287E-11     -30.8 7.331E-14     164.9        0.
  36282.64 4.301E-13 1.165E-11    -27.09 7.883E-14     138.9        0.
  35900.75 4.440E-13 9.308E-12    -20.96 6.857E-14     127.5        0.
  35567.02 4.575E-13 6.845E-12    -14.96 5.493E-14     117.1        0.
  35277.85 4.687E-13 3.963E-12    -8.456 2.874E-14     129.5        0.
   35044.8 4.787E-13 2.129E-12    -4.448 2.254E-14     88.77        0.
  34820.73 4.876E-13 3.145E-12    -6.449 2.315E-14     127.6        0.
  34633.12 4.943E-13 2.764E-12    -5.591 1.693E-14     153.4        0.
  34377.79 5.036E-13 2.097E-12    -4.163 2.331E-14      84.5        0.
  34274.36 5.069E-13 1.157E-12    -2.282 1.171E-14     92.82        0.
  34090.25 5.127E-13 3.502E-12    -6.831 2.288E-14     143.8        0.
  33775.32 5.219E-13 3.335E-12     -6.39 3.645E-14     85.95        0.
  33670.39 5.255E-13 2.167E-12    -4.124 2.354E-14     86.51        0.
  33553.17 5.296E-13 1.115E-12    -2.106 1.162E-14     90.12        0.
