  40781.69 1.338E-13 1.106E-11    -82.68 8.426E-14     123.3        0.
  40477.07 1.470E-13 2.830E-12    -19.25 2.265E-14     117.4        0.
  39198.04 1.741E-13 1.304E-12    -7.489 1.220E-14     100.4        0.
  38402.32 1.952E-13 6.497E-12    -33.28 2.172E-14      281.        0.
  37485.69 2.354E-13 9.881E-12    -41.97 6.007E-14     154.5        0.
  37016.02 2.544E-13 1.556E-12    -6.114 9.809E-15      149.        0.
  36440.97 2.803E-13 3.815E-13    -1.361 5.659E-15     63.34        0.
  35787.08 3.004E-13 5.295E-13    -1.762 6.443E-15      77.2        0.
  35216.04 3.128E-13 2.444E-12    -7.815 1.352E-14     169.8        0.
  40781.91 1.326E-13 1.138E-11     -85.8 8.505E-14     125.7        0.
  40468.14 1.464E-13 3.023E-12    -20.65 2.362E-14     120.2        0.
  39193.57 1.741E-13 1.327E-12    -7.624 1.200E-14     103.9        0.
   38405.2 1.951E-13 6.597E-12    -33.82 2.162E-14     286.7        0.
   37485.7 2.351E-13 9.988E-12    -42.49 6.034E-14     155.5        0.
  36988.62 2.563E-13 1.495E-12    -5.832 8.341E-15     168.4        0.
  36442.66 2.801E-13 4.255E-13    -1.519 5.647E-15      70.8        0.
  35789.52 3.009E-13 4.634E-13     -1.54 5.969E-15     72.92        0.
  35215.81 3.132E-13 2.207E-12    -7.046 1.363E-14     152.1        0.
  40781.42 1.323E-13 1.147E-11    -86.68 8.530E-14     126.3        0.
  40476.04 1.464E-13 2.953E-12    -20.17 2.341E-14     118.5        0.
  39196.97 1.744E-13 1.236E-12     -7.09 1.200E-14      96.8        0.
  38402.32 1.952E-13 6.497E-12    -33.28 2.172E-14      281.        0.
  37485.75 2.336E-13 1.049E-11    -44.91 6.155E-14     160.1        0.
  37004.17 2.524E-13 2.456E-12    -9.731 1.166E-14     197.8        0.
  36442.53 2.800E-13 4.321E-13    -1.543 5.685E-15      71.4        0.
  35784.04 3.004E-13 5.881E-13    -1.958 6.531E-15     84.58        0.
  35215.81 3.132E-13 2.207E-12    -7.046 1.363E-14     152.1        0.
