  40603.36  1.887E-13  2.604E-12   -13.8  2.186E-14  111.9  0.
   40221.3  2.068E-13  1.640E-12   -7.93  1.039E-14  148.3  0.
  40327.54  2.027E-13  1.653E-12  -8.157  2.718E-14  57.15  0.
  37977.73  2.647E-13  4.307E-12  -16.27  2.230E-14  181.5  0.
  37230.68  2.957E-13  8.500E-12  -28.74  8.286E-14  96.37  0.
  40601.29  1.878E-13  2.792E-12  -14.87  2.317E-14  113.2  0.
   40211.3  2.063E-13  1.628E-12  -7.889  1.063E-14  143.8  0.
    40327.  2.021E-13  1.787E-12  -8.841  2.659E-14  63.12  0.
  37975.64  2.655E-13  4.094E-12  -15.42  2.185E-14   176.  0.
  37230.43  2.952E-13  8.631E-12  -29.24  8.312E-14  97.55  0.
  40601.14  1.894E-13  2.480E-12  -13.09  2.157E-14   108.  0.
  40213.02  2.066E-13  1.594E-12  -7.713  1.019E-14  146.9  0.
  40328.09  2.028E-13  1.692E-12  -8.343  2.570E-14  61.84  0.
  38008.05  2.633E-13  4.301E-12  -16.34  2.102E-14  192.2  0.
  37230.64  2.950E-13  8.665E-12  -29.37  8.330E-14  97.72  0.
