  40602.84 3.044E-13 1.088E-11    -35.76 7.021E-14     145.6        0.
  40261.79 3.038E-13 9.257E-12    -30.48 5.600E-14     155.3        0.
   38997.9 3.231E-13 6.195E-12    -19.17 4.475E-14     130.1        0.
  38121.51 3.457E-13 9.829E-12    -28.43 4.953E-14     186.4        0.
  37305.47 3.723E-13 1.701E-11     -45.7 8.302E-14     192.5        0.
  36773.39 3.899E-13 6.038E-12    -15.49 4.237E-14     133.9        0.
  36285.17 4.095E-13 8.703E-12    -21.25 4.555E-14     179.5        0.
  35895.91 4.228E-13 5.978E-12    -14.14 3.875E-14     144.9        0.
  35552.53 4.359E-13 5.858E-12    -13.44 3.656E-14     150.5        0.
  35241.86 4.470E-13 5.392E-12    -12.06 3.439E-14     147.3        0.
  35038.83 4.558E-13 3.338E-12    -7.323 2.268E-14     138.2        0.
  34643.37 4.728E-13 3.465E-12    -7.328 2.151E-14     151.4        0.
  34320.99 4.866E-13 5.040E-12    -10.36 3.361E-14     140.9        0.
  33586.36 5.204E-13 3.976E-12    -7.639 1.988E-14     187.8        0.
  40603.02 3.050E-13 1.066E-11    -34.96 6.999E-14     143.1        0.
  40261.07 3.044E-13 8.999E-12    -29.56 5.575E-14     151.7        0.
  38995.41 3.224E-13 6.489E-12    -20.13 4.508E-14     135.2        0.
  38120.16 3.461E-13 9.579E-12    -27.67 4.946E-14     181.9        0.
  37304.77 3.727E-13 1.682E-11    -45.14 8.276E-14      191.        0.
  36772.91 3.891E-13 6.227E-12      -16. 4.305E-14     135.9        0.
  36285.36 4.072E-13 9.457E-12    -23.23 4.788E-14     185.6        0.
  35896.07 4.223E-13 6.127E-12    -14.51 3.909E-14     147.2        0.
  35553.66 4.360E-13 5.850E-12    -13.42 3.650E-14     150.6        0.
  35237.61 4.480E-13 5.133E-12    -11.46 3.385E-14     142.4        0.
  35041.49 4.563E-13 3.212E-12    -7.038 2.249E-14     134.2        0.
  34648.21 4.729E-13 3.306E-12    -6.991 2.132E-14     145.7        0.
  34329.29 4.864E-13 5.115E-12    -10.52 3.411E-14     140.9        0.
  33584.21 5.209E-13 3.306E-12    -6.347 1.897E-14     163.7        0.
  40603.16 3.050E-13 1.067E-11    -34.99 6.997E-14     143.3        0.
  40260.32 3.037E-13 9.265E-12    -30.51 5.619E-14     154.9        0.
  38994.21 3.214E-13 6.803E-12    -21.17 4.574E-14     139.7        0.
   38122.7 3.454E-13 1.037E-11    -30.02 4.856E-14     200.6        0.
  37304.48 3.716E-13 1.734E-11    -46.67 8.353E-14      195.        0.
  36772.68 3.880E-13 6.558E-12     -16.9 4.400E-14      140.        0.
   36285.7 4.062E-13 9.746E-12    -23.99 4.888E-14     187.3        0.
  35896.98 4.235E-13 5.773E-12    -13.63 3.798E-14     142.8        0.
  35560.32 4.355E-13 5.841E-12    -13.41 3.688E-14     148.8        0.
  35238.69 4.467E-13 5.461E-12    -12.22 3.517E-14     145.9        0.
  35042.36 4.553E-13 3.415E-12    -7.501 2.345E-14     136.8        0.
  34649.25 4.723E-13 3.387E-12    -7.171 2.173E-14     146.4        0.
  34326.77 4.863E-13 5.084E-12    -10.45 3.411E-14      140.        0.
  33610.47 5.190E-13 3.756E-12    -7.237 1.927E-14     183.1        0.
