40524.73  1.302E-11  1.089E-13 112.4
 40195.4  8.904E-12  7.859E-14 106.4
38982.98  1.790E-11  1.064E-13  158.
38036.63  2.323E-11  1.124E-13 194.1
 37289.3  2.909E-11  1.481E-13 184.5
36743.48  9.031E-12  6.559E-14 129.3
36288.04  8.062E-12  6.329E-14 119.7
35894.51  9.126E-12  5.345E-14 160.4
35557.37  8.939E-12  5.110E-14 164.3
 35298.9  7.333E-12  4.457E-14 154.6
35046.81  5.417E-12  3.760E-14 135.3
34668.26  7.962E-12  4.645E-14  161.
34278.29  1.476E-12  1.566E-14 88.51
33820.21  1.345E-12  2.662E-14 47.47
33572.68  3.639E-12  3.023E-14 113.1 
40524.95  1.294E-11  1.086E-13  112.
40194.42  8.746E-12  7.766E-14 105.8
38982.73  1.805E-11  1.054E-13 160.9
38037.01  2.313E-11  1.122E-13 193.7
 37289.8  2.890E-11  1.478E-13 183.7
36743.48  9.031E-12  6.559E-14 129.3
36288.06  8.027E-12  6.320E-14 119.3
35894.22  9.073E-12  5.354E-14 159.2
35557.81  5.803E-12  4.378E-14 124.5
35297.35  7.635E-12  4.402E-14 162.9
35043.05  5.657E-12  3.551E-14 149.7
34669.32  7.898E-12  4.625E-14 160.4
34277.86  1.344E-12  1.638E-14 77.08
33820.28  1.349E-12  2.657E-14  47.7
33572.88  3.630E-12  3.030E-14 112.5
40524.98  1.299E-11  1.087E-13 112.2
40195.08  8.807E-12  7.836E-14 105.6
38983.02  1.794E-11  1.065E-13 158.2
38036.39  2.317E-11  1.124E-13 193.6
 37289.8  2.899E-11  1.479E-13 184.2
36743.64  9.077E-12  6.569E-14 129.8
36288.05  8.035E-12  6.318E-14 119.5
35894.48  9.085E-12  5.334E-14  160.
35557.79  8.957E-12  5.104E-14 164.9
35299.23  7.350E-12  4.457E-14 154.9
35046.18  5.284E-12  3.736E-14 132.9
34669.15  7.863E-12  4.616E-14  160.
34278.12  1.293E-12  1.664E-14 73.04
33820.39  1.365E-12  2.654E-14  48.3
33572.76  3.629E-12  3.030E-14 112.5
