
  



  40604.47  1.309E-11 7.783E-14  158.
  40288.68  5.620E-12 5.259E-14 100.4
  38935.53  2.641E-12 2.911E-14 85.23
  38140.01  9.553E-13 1.336E-14 67.17
  37327.01  1.260E-11 6.667E-14 177.5     
  36733.87  4.744E-12 2.408E-14 185.1
  36405.92  2.704E-12 3.314E-14 76.65    
  35274.84  2.112E-12 2.599E-14 76.33      
  34972.62  5.599E-12 4.189E-14 125.6    
    34613.  2.713E-12 1.733E-14 147.1
  34406.89  7.615E-12 4.753E-14 150.5
  34013.49  4.920E-12 5.229E-14  88.4  
  40604.39  1.310E-11 7.783E-14 158.1
  40288.61  5.636E-12 5.268E-14 100.5    
  38935.67  2.629E-12 2.913E-14 84.78    
  38141.62  1.022E-12 1.397E-14 68.76
  37327.59  1.249E-11 6.739E-14 174.1  
  36733.73  4.730E-12 2.415E-14  184.
  36405.65  2.699E-12 3.310E-14 76.61
  35274.71  2.105E-12 2.591E-14 76.31
  34972.64  5.577E-12 4.182E-14 125.3
  34611.56  2.669E-12 1.726E-14 145.3
  34407.56  7.602E-12 4.744E-14 150.5
  34013.73  4.890E-12 5.236E-14 87.74  
  40604.41  1.311E-11 7.786E-14 158.2
  40285.95  5.605E-12 4.578E-14 83.01  
  38935.01  2.615E-12 2.912E-14 84.36 
  38139.29  1.014E-12 1.393E-14 68.37
   37326.9  1.240E-11 6.718E-14 173.4    
  36734.08  4.744E-12 2.407E-14 185.2
   36405.7  2.717E-12 3.307E-14 77.17
  35274.88  2.110E-12 2.599E-14 76.24
  34972.77  5.552E-12 4.198E-14 124.3
  34630.53  3.885E-12 2.359E-14 154.8
   34408.7  7.650E-12 4.727E-14  152.
  34014.03  4.911E-12 5.219E-14  88.4
  
