40391.01  7.716E-13  9.053E-12  -11.73  4.121E-14  206.4
40109.65  7.756E-13  2.361E-12  -3.045  2.482E-14  89.39
38801.29  8.506E-13  7.887E-12  -9.272  7.565E-14  97.94
37845.88  8.913E-13  5.023E-12  -5.636  2.205E-14   214.  
37056.02  9.301E-13  3.300E-12  -3.548  1.787E-14  173.5
36047.16  1.024E-12  8.416E-12  -8.219  3.797E-14  208.2  
35615.81  1.073E-12  7.464E-12  -6.956  3.679E-14  190.6
35287.32  1.110E-12  1.820E-12  -1.639  9.156E-15  186.7
34754.52  1.160E-12  5.256E-12  -4.532  3.004E-14  164.4
33682.51  1.301E-12  2.649E-12  -2.036  3.611E-14  68.91
 40391.5  7.716E-13  9.119E-12  -11.82  4.106E-14  208.6
40109.88  7.737E-13  2.731E-12  -3.529  2.643E-14  97.06
38801.28  8.494E-13  8.135E-12  -9.577  7.660E-14  99.76
37845.64  8.913E-13  5.024E-12  -5.636  2.207E-14  213.8 
37052.18  9.302E-13  3.574E-12  -3.842  1.777E-14   169.
36051.48  1.023E-12  8.594E-12  -8.403  3.884E-14  207.9  
35610.38  1.073E-12  7.964E-12  -7.425  3.870E-14  193.3
35274.99  1.110E-12  2.552E-12  -2.298  1.222E-14  196.2
34751.32  1.160E-12  5.905E-12   -5.09  2.863E-14  193.8
33683.55  1.300E-12  2.687E-12  -2.067  3.648E-14  69.21
40390.23  7.709E-13  9.299E-12  -12.06  4.188E-14  208.6
40112.75  7.735E-13  2.826E-12  -3.654  2.747E-14  96.65
38800.15  8.481E-13  8.260E-12  -9.738  7.826E-14  99.15
37846.95  8.919E-13  4.783E-12  -5.363  2.156E-14  208.4
37055.22  9.299E-13  3.275E-12   -3.522 1.999E-14  153.9
36049.46  1.023E-12  8.452E-12   -8.26  3.842E-14  206.7  
 35611.8  1.073E-12  7.841E-12  -7.306  3.823E-14  192.7
35275.78  1.111E-12  2.076E-12  -1.868  1.062E-14  183.6
34751.81  1.160E-12  5.594E-12   -4.82  2.866E-14  183.4
33682.77  1.298E-12  3.181E-12  -2.452  3.777E-14  79.12
