### [0] times [JD]
### [1] EW [Angstrom]
### [2] errEW [Angstrom]
### [3] Peak separation [km/s]
### [4] error Peak separation [km/s]
### [5] FWHM [km/s]
### [6] error FWHM [km/s]
2454338.5 4.15169880498 1.39156742397 nan nan 1371.44639401 10.8943873418
2454386.5 3.04562311821 1.85357277343 nan nan 1329.14825653 14.0638034847
2454421.5 2.78193776362 1.41391647086 1551.60306872 12.5234534343 1250.46036414 10.0928404032
2454441.5 4.28610327137 2.80035549255 nan nan 1480.39963033 23.6652913916
2454749.5 3.64659251399 1.55609956073 nan nan 1465.06093325 13.0140595502
2454789.5 3.04431105068 0.595234580606 nan nan 1344.09675126 4.56707777092
2455062.5 4.24854040558 2.2255345225 nan nan 1424.33979906 18.0953782971
2455134.5 2.63542551415 2.17095140397 3043.99399247 37.7236420059 1285.00586296 15.9248346974
2455229.5 3.97113117321 1.45017374442 nan nan 1322.04632924 10.9442608166
2455242.5 3.87482207522 1.89228778119 nan nan 1325.32969025 14.3163014352
2455424.5 4.03756953818 1.15347032864 nan nan 1305.92754686 8.59894620535
2455518.5 4.26974036028 1.41251046763 nan nan 1353.78013643 10.9158996421
2455778.5 4.69905489247 2.16444666086 nan nan 1273.7609564 15.738181238
2456188.5 4.7834291054 1.59236405532 nan nan 1127.6839412 10.2506046387
2456273.5 5.26670314288 0.739997914438 nan nan 1193.26764997 5.04066788967
2456324.5 4.93060326914 0.977852838258 nan nan 1126.75448609 6.28959264016
2456329.5 4.77181961814 0.920398787611 nan nan 1091.0766146 5.7325916558
2456336.5 4.45022419833 1.24000506428 3226.54461287 22.8391982875 1039.94745729 7.3613010311
2456506.5 4.96878536421 1.27784532541 nan nan 1119.43520377 8.16576675606
2456609.5 4.93435128656 1.07131310707 nan nan 1125.39890406 6.8824430751
2456623.5 3.43090413419 1.2340651032 3001.98454661 21.1478511817 936.295886837 6.59585210032
2456676.5 5.31682798945 0.58407094693 nan nan 1173.62957507 3.91305877151
2456870.5 4.95062430253 2.11292050021 1571.37932189 18.9532596576 1109.32466363 13.3801674119
2456927.5 3.7836707138 0.592142908527 nan nan 933.815830883 3.156512304
2457012.5 4.50563850589 1.08714035759 nan nan 992.589977078 6.15992217785
2457017.5 4.5380632559 1.10991273707 nan nan 977.770896307 6.19506208695
2457093.5 4.43218180954 1.08929820159 nan nan 960.609242087 5.97328544841
2457335.5 4.13221069237 1.59699612686 nan nan 960.436399707 8.75572667198
2457365.5 4.66028405455 0.681989582589 nan nan 988.49756038 3.84833671731
2457721.5 5.11886545051 1.06748420313 nan nan 885.670634586 5.39701250231
2457774.5 4.16643602331 0.730577636389 nan nan 718.560675157 2.9967432895
2458106.5 5.60059996041 1.83339101529 nan nan 920.823125086 9.63720368238
2458150.5 5.31922617619 1.13220700018 nan nan 892.794092041 5.77027970221
2458157.5 5.42940768528 1.32850277584 nan nan 908.336414941 6.88856741884
2458159.5 4.95032666523 1.12238663584 nan nan 860.618906156 5.51408036175
2458192.5 5.90422942397 1.11361930436 nan nan 977.404590363 6.21342194355
2458350.5 4.86896334996 3.08734987911 nan nan 1037.08535436 18.2776380346
2458425.5 4.34418684343 1.41056750471 nan nan 956.956305236 7.70558658488
2458464.5 3.94903099591 1.25421576287 nan nan 863.835862798 6.18476505693
##### time in L-band [JD] ; EW [A] ; errEW [A] ; PS [km/s] ; errPS [km/s] ; FWHM [km/s] ; errFWHM [km/s]  
2456000.5 4.74474044191 1.85468485981 4.74474044191 1.85468485981 4.74474044191 1.85468485981
2458027.5 5.25933805971 1.57097457875 5.25933805971 1.57097457875 5.25933805971 1.57097457875
####### timescale of variation [days] ; variation label 
nan ???
-3546.26156411 DISS
