### [0] times [JD]
### [1] EW [Angstrom]
### [2] errEW [Angstrom]
### [3] Peak separation [km/s]
### [4] error Peak separation [km/s]
### [5] FWHM [km/s]
### [6] error FWHM [km/s]
2454740.5 -25.4770914483 2.06256466235 -59.3750479333 0.699087066921 419.210749288 4.93582444717
2455827.5 -22.5089621291 3.45769861029 -420.954526001 8.30887146132 467.9314479 9.23610987212
2456483.5 -25.339749769 5.07919124635 nan nan 504.315450382 14.6223293261
2456829.5 -25.564203968 2.25966556095 nan nan 477.189437383 6.15537775098
2457246.5 -29.7268320946 3.77526467589 -362.162067832 7.80494932109 434.534126358 9.36463847472
2457260.5 -20.4486201332 17.0999154346 8.62757952664 0.84217560189 416.941537456 40.6994788255
2457641.5 -28.6570565251 1.86608554365 -126.123186163 1.34352639715 442.380713448 4.7124575916
2458025.5 -30.1514067729 6.10940136825 -310.637416826 10.8335837665 443.197874238 15.4566740373
2458032.5 -28.2386132593 4.63369816878 nan nan 457.28884197 12.0958966508
2458321.5 -25.0291630605 1.78748677254 nan nan 495.341111219 5.05436885612
##### time in L-band [JD] ; EW [A] ; errEW [A] ; PS [km/s] ; errPS [km/s] ; FWHM [km/s] ; errFWHM [km/s]  
2456000.5 -23.2554960647 3.8853178573 -23.2554960647 3.8853178573 -23.2554960647 3.8853178573
2458027.5 -29.6048943404 5.68777188269 -29.6048943404 5.68777188269 -29.6048943404 5.68777188269
####### timescale of variation [days] ; variation label 
nan ???
6548.81536455 STD
