### [0] times [JD]
### [1] EW [Angstrom]
### [2] errEW [Angstrom]
### [3] Peak separation [km/s]
### [4] error Peak separation [km/s]
### [5] FWHM [km/s]
### [6] error FWHM [km/s]
2454396.5 -0.84929504078 3.70164276238 73.23241847 1.54745348051 332.401886691 7.02389006448
2454648.5 -1.85867819104 4.65683355822 99.6028852336 2.64778279998 447.034353806 11.8836906203
2455436.5 -2.79390301551 5.79688814973 83.5553966095 2.76496187628 380.252085878 12.5830594251
2455800.5 -8.51778373672 4.27268241379 44.3314495072 1.0812653019 318.151454976 7.7598664794
2456111.5 -4.67281660692 8.64901331929 89.8943211269 4.43831931857 399.552956149 19.7269814359
2456484.5 -7.71976467245 3.60710158885 nan nan 388.17549127 7.99293363134
2456493.5 -10.375643063 2.34599653745 -661.42138624 8.85778881487 379.216723604 5.07848963253
2456925.5 -14.1636117724 3.66546430353 nan nan 304.559776271 6.37266752416
2457253.5 -6.66414211512 6.61546454522 48.9466915201 1.8484317073 292.239824847 11.0361975776
2457621.5 -6.81214836016 5.17636093566 89.0353973493 2.63091595106 353.567559482 10.4476035342
2457624.5 -7.82172634693 4.95925513721 120.000445232 3.39718369534 404.13622499 11.4409991695
2458295.5 -6.24314548145 3.00956468532 -97.2114658457 1.67009392321 371.894463679 6.38915048202
2458352.5 -5.3292886763 4.6199364027 80.9741312661 2.13551200058 329.500863245 8.68984991453
2458363.5 -6.54712110564 3.49290405509 54.7409217675 1.09148679083 273.097672328 5.44533216334
##### time in L-band [JD] ; EW [A] ; errEW [A] ; PS [km/s] ; errPS [km/s] ; FWHM [km/s] ; errFWHM [km/s]  
2456000.5 -6.04513606482 7.08704312472 -6.04513606482 7.08704312472 -6.04513606482 7.08704312472
2458027.5 -6.87363679583 3.78827860649 -6.87363679583 3.78827860649 -6.87363679583 3.78827860649
####### timescale of variation [days] ; variation label 
4046.16473805 BU
nan ???
