### [0] times [JD]
### [1] EW [Angstrom]
### [2] errEW [Angstrom]
### [3] Peak separation [km/s]
### [4] error Peak separation [km/s]
### [5] FWHM [km/s]
### [6] error FWHM [km/s]
2454385.5 -32.7968870467 3.15574377431 -243.197860854 4.38108023066 428.438340111 7.71808902976
2454764.5 -37.5887143441 2.05028188275 -8.81337307117 0.103151476809 438.894462932 5.13680876201
2455418.5 -30.6811202402 4.63304554772 -140.366689004 3.71236224639 458.225933132 12.1189768495
2455458.5 -31.071477522 2.49264905925 -23.2824821983 0.331291382864 443.084490461 6.3047432967
2455849.5 -28.2247758052 2.73002268607 nan nan 445.623155258 6.94470379707
2456155.5 -28.4068439402 4.68151340767 -1059.11628391 28.3041188156 448.153994814 11.976592287
2456187.5 -26.5105486907 6.63564651556 nan nan 451.743619395 17.111772267
2456246.5 -23.3784061232 12.9091229556 -871.288553778 64.2064218431 423.281740018 31.1921990025
2456302.5 -26.2299092116 1.68674814308 -47.4670326289 0.457048244749 406.278301914 3.91195266453
2456620.5 -23.9659425348 1.17193574271 -532.840675304 3.56468280937 438.06251965 2.93062073825
2457341.5 -23.4663684778 5.26610130087 -19.3008727775 0.580210894172 442.758785344 13.3099406285
2457660.5 -22.7875600207 4.5989282282 -426.82483637 11.2053657365 454.656324991 11.9360214585
2458322.5 -21.3301963118 1.73930422596 -1009.92283821 10.0272875042 480.377487187 4.7695556456
2458440.5 -21.5299165175 5.79259299098 -231.779153549 7.66420493099 449.363919402 14.8590462695
2458469.5 -21.7448778266 4.49406523276 -43.160064288 1.10723849595 429.278600743 11.0128147414
##### time in L-band [JD] ; EW [A] ; errEW [A] ; PS [km/s] ; errPS [km/s] ; FWHM [km/s] ; errFWHM [km/s]  
2456000.5 -28.3146198849 3.69301320555 -28.3146198849 3.69301320555 -28.3146198849 3.69301320555
2458027.5 -21.9796257591 3.01360797318 -21.9796257591 3.01360797318 -21.9796257591 3.01360797318
####### timescale of variation [days] ; variation label 
-6231.21585449 STD
nan ???
